	DURATION	NEW_CAR	USED_CAR	FURNITURE	RADIO_TV	EDUCATION	RETRAINING	AMOUNT	INSTALL_RATE	MALE_DIV	MALE_SINGLE	MALE_MAR_or_WID	CO-APPLICANT	GUARANTOR	REAL_ESTATE	PROP_UNKN_NONE	OTHER_INSTALL	RENT	OWN_RES	NUM_CREDITS	NUM_DEPENDENTS	TELEPHONE	FOREIGN	RESPONSE	CHK_ACCT_0	CHK_ACCT_1	CHK_ACCT_3	HISTORY_1	HISTORY_2	HISTORY_3	HISTORY_4	SAV_ACCT_0	SAV_ACCT_1	SAV_ACCT_2	SAV_ACCT_4	EMPLOYMENT_1	EMPLOYMENT_2	EMPLOYMENT_3	EMPLOYMENT_4	PRESENT_RESIDENT_2	PRESENT_RESIDENT_3	PRESENT_RESIDENT_4	AGE_20-30	AGE_30-40	AGE_40-50	JOB_1	JOB_2	JOB_3
132	15	0	0	1	0	0	0	2708	2	0	1	0	0	0	0	0	1	0	1	2	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0
133	18	0	0	1	0	0	0	1984	4	0	1	0	0	0	0	1	1	0	0	2	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0
134	60	0	0	0	1	0	0	10144	2	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0
135	12	0	0	0	1	0	0	1240	4	0	0	0	0	0	1	0	0	0	1	2	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0
136	27	0	1	0	0	0	0	8613	2	0	1	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
137	12	0	0	0	1	0	0	766	4	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0
138	15	0	0	0	1	0	0	2728	4	0	1	0	0	1	1	0	1	0	1	3	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0
139	12	0	0	0	1	0	0	1881	2	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0
140	6	1	0	0	0	0	0	709	2	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
141	36	0	0	0	1	0	0	4795	4	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
142	27	0	0	0	1	0	0	3416	3	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1
143	18	0	0	1	0	0	0	2462	2	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
144	21	0	0	1	0	0	0	2288	4	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0
145	48	0	0	0	0	0	1	3566	4	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0
146	6	1	0	0	0	0	0	860	1	0	0	0	0	0	0	1	0	0	1	2	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0
147	12	1	0	0	0	0	0	682	4	0	0	0	0	0	0	0	0	0	1	2	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
148	36	0	0	1	0	0	0	5371	3	0	1	0	0	1	0	0	0	0	1	2	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
149	18	0	0	0	1	0	0	1582	4	0	1	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0
150	6	0	0	0	1	0	0	1346	2	0	1	0	0	0	0	1	1	0	0	1	2	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0
151	10	0	0	0	1	0	0	1924	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0
152	36	0	0	0	1	0	0	5848	4	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
153	24	0	1	0	0	0	0	7758	2	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0
154	24	0	0	0	0	0	1	6967	4	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1
155	12	0	0	1	0	0	0	1282	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0
156	9	0	0	0	0	0	0	1288	3	0	1	0	0	1	1	0	0	0	1	2	2	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0
157	12	0	0	0	0	0	0	339	4	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
158	24	1	0	0	0	0	0	3512	2	0	1	0	0	0	0	0	1	0	1	2	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0
159	6	0	0	0	1	0	0	1898	1	0	1	0	0	0	1	0	0	0	1	2	2	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0
160	24	0	0	0	1	0	0	2872	3	0	1	0	0	0	1	0	0	0	1	1	2	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0
161	18	1	0	0	0	0	0	1055	4	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
162	15	0	0	0	0	0	0	1262	4	0	1	0	0	0	0	0	0	0	1	2	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0
163	10	1	0	0	0	0	0	7308	2	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
164	36	1	0	0	0	0	0	909	4	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0
165	6	0	0	1	0	0	0	2978	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0
166	18	0	0	1	0	0	0	1131	4	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
167	11	0	0	1	0	0	0	1577	4	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
168	24	0	0	1	0	0	0	3972	2	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0
169	24	0	0	0	0	0	1	1935	4	1	0	0	0	0	1	0	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0
170	15	1	0	0	0	0	0	950	4	0	1	0	0	0	0	0	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0
171	12	0	0	1	0	0	0	763	4	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
172	24	0	0	1	0	0	0	2064	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
173	8	0	0	0	1	0	0	1414	4	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
174	21	0	0	0	0	1	0	3414	2	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
175	30	0	1	0	0	0	0	7485	4	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
176	12	0	0	1	0	0	0	2577	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
177	6	0	0	0	1	0	0	338	4	0	1	0	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0
178	12	0	0	0	1	0	0	1963	4	0	1	0	0	0	0	0	0	1	0	2	2	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1
179	21	1	0	0	0	0	0	571	4	0	1	0	0	0	1	0	0	0	1	2	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
180	36	0	0	0	0	0	1	9572	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
181	36	0	0	0	0	0	1	4455	2	1	0	0	0	0	1	0	1	0	1	2	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1
182	21	1	0	0	0	0	0	1647	4	0	1	0	0	0	0	0	0	0	1	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0
183	24	0	0	1	0	0	0	3777	4	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0
184	18	1	0	0	0	0	0	884	4	0	1	0	0	0	0	0	1	0	1	1	2	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0
185	15	0	0	0	1	0	0	1360	4	0	1	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
186	9	0	1	0	0	0	0	5129	2	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
187	16	1	0	0	0	0	0	1175	2	0	1	0	0	0	0	0	0	0	0	3	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
188	12	0	0	0	1	0	0	674	4	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
189	18	0	0	1	0	0	0	3244	1	0	0	0	0	0	0	0	1	0	1	2	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0
190	24	0	0	0	0	0	1	4591	2	0	1	0	0	0	0	0	0	0	1	3	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
191	48	0	0	0	0	0	1	3844	4	0	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0
192	27	0	0	0	0	0	1	3915	4	0	1	0	0	0	0	0	0	0	1	1	2	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
193	6	0	0	0	1	0	0	2108	2	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0
194	45	0	0	0	1	0	0	3031	4	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0
195	9	0	0	0	0	1	0	1501	2	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1
196	6	0	0	0	1	0	0	1382	1	0	0	0	0	0	0	0	0	0	1	2	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
197	12	0	0	1	0	0	0	951	4	0	0	0	0	0	0	0	1	1	0	4	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0
198	24	0	1	0	0	0	0	2760	4	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0
199	18	0	0	1	0	0	0	4297	4	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1
200	9	0	0	0	0	1	0	936	4	0	1	0	0	0	0	0	0	0	1	2	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
201	12	1	0	0	0	0	0	1168	4	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0
202	27	0	0	0	0	0	1	5117	3	0	1	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0
203	12	0	0	0	0	0	0	902	4	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0
204	12	1	0	0	0	0	0	1495	4	0	1	0	0	0	1	0	0	0	1	2	2	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
205	30	0	1	0	0	0	0	10623	3	0	1	0	0	0	0	1	0	0	0	3	2	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1
206	12	0	0	1	0	0	0	1935	4	0	1	0	0	0	1	0	0	0	1	3	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0
207	12	0	0	0	0	0	0	1424	4	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0
208	24	0	0	0	0	0	1	6568	2	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
209	12	0	1	0	0	0	0	1413	3	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
210	9	0	0	0	1	0	0	3074	1	0	1	0	0	0	1	0	0	0	1	2	2	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0
211	36	0	0	0	1	0	0	3835	2	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0
212	27	0	0	0	0	0	1	5293	2	0	1	0	0	0	0	0	1	0	1	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
213	30	0	0	0	0	0	1	1908	4	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
214	36	0	0	0	1	0	0	3342	4	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0
215	6	0	0	0	0	0	0	932	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0
216	18	0	0	0	0	0	1	3104	3	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
217	36	0	0	0	1	0	0	3913	2	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
218	24	0	0	1	0	0	0	3021	2	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
219	10	1	0	0	0	0	0	1364	2	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
220	12	0	0	0	1	0	0	625	4	0	0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
221	12	0	0	0	0	1	0	1200	4	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0
222	12	0	0	0	1	0	0	707	4	0	1	0	0	0	1	0	1	0	1	2	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
223	24	0	0	0	0	0	1	2978	4	0	1	0	0	0	1	0	0	0	1	2	2	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0
224	15	0	1	0	0	0	0	4657	3	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
225	36	0	0	0	0	0	0	2613	4	0	1	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
226	48	0	0	0	1	0	0	10961	1	0	1	0	1	0	0	1	1	0	1	2	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0
227	12	0	0	1	0	0	0	7865	4	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
228	9	0	0	0	1	0	0	1478	4	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0
229	24	0	0	1	0	0	0	3149	4	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
230	36	0	0	0	1	0	0	4210	4	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
231	9	1	0	0	0	0	0	2507	2	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0
232	12	0	0	0	1	0	0	2141	3	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
233	18	0	0	0	1	0	0	866	4	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
234	4	0	0	0	1	0	0	1544	2	0	1	0	0	0	1	0	0	0	1	3	2	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
235	24	0	0	0	1	0	0	1823	4	0	1	0	0	0	0	0	1	0	1	1	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
236	6	1	0	0	0	0	0	14555	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
237	21	0	0	0	0	0	1	2767	4	1	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
238	12	0	0	0	1	0	0	1291	4	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
239	30	0	0	0	1	0	0	2522	1	0	1	0	0	1	0	0	0	0	1	1	2	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0
240	24	1	0	0	0	0	0	915	4	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0
241	6	0	0	0	1	0	0	1595	3	0	1	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
242	48	0	1	0	0	0	0	4605	3	0	1	0	0	0	0	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0
243	12	0	0	0	0	0	1	1185	3	0	0	0	0	0	1	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
244	12	0	0	0	0	0	0	3447	4	0	0	0	0	0	1	0	0	0	1	1	2	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0
245	24	0	0	0	0	0	1	1258	4	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
246	12	0	0	0	1	0	0	717	4	0	1	0	0	0	1	0	0	0	1	3	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
247	6	1	0	0	0	0	0	1204	4	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
248	24	0	0	1	0	0	0	1925	2	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
249	18	0	0	0	1	0	0	433	3	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
250	6	1	0	0	0	0	0	666	3	0	0	0	0	0	1	0	0	0	1	2	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0
251	12	0	0	1	0	0	0	2251	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0
252	30	1	0	0	0	0	0	2150	4	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
253	24	0	0	1	0	0	0	4151	2	0	1	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0
254	9	0	0	1	0	0	0	2030	2	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0
255	60	0	0	0	1	0	0	7418	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0
256	24	0	0	0	1	0	0	2684	4	0	1	0	0	0	1	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0
257	12	0	0	0	1	0	0	2149	4	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
258	15	0	1	0	0	0	0	3812	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0
259	11	0	0	0	1	0	0	1154	4	0	0	0	0	0	1	0	0	0	1	3	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
260	12	0	0	1	0	0	0	1657	2	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
261	24	0	0	0	1	0	0	1603	4	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
262	18	1	0	0	0	0	0	5302	2	0	1	0	0	0	0	1	0	0	0	3	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1
263	12	0	0	0	0	1	0	2748	2	0	0	0	0	0	0	1	1	0	0	3	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
264	10	1	0	0	0	0	0	1231	3	0	1	0	0	0	1	0	0	0	1	2	2	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0
265	15	0	0	0	1	0	0	802	4	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0
266	36	0	0	0	0	0	1	6304	4	0	1	0	0	0	1	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0
267	24	0	0	0	1	0	0	1533	4	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
268	14	1	0	0	0	0	0	8978	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1
